# sdss_dr8objid,distanceMins,ukidss_objid,eBV,ukidss_y_mag,ukidss_y_err,ukidss_j_mag,ukidss_j_err,ukidss_h_mag,ukidss_h_err,ukidss_k_mag,ukidss_k_err
#
# Results of Query: Database UKIDSSDR9PLUS 09/07/14 20:06
# SELECT my.sdss_dr8objid  sdss_dr8objid, x.distanceMins    
# distanceMins, u.sourceID        ukidss_objid, u.ebv             eBV,  
#  u.yAperMag4       ukidss_y_mag, u.yAperMag4Err    ukidss_y_err,   
# u.j_1AperMag4     ukidss_j_mag, u.j_1AperMag4Err  ukidss_j_err,   
# u.hAperMag4       ukidss_h_mag, u.hAperMag4Err    ukidss_h_err,   
# u.kAperMag4       ukidss_k_mag,    u.kAperMag4Err    ukidss_k_err   
# FROM  lasSourceXDR8PhotoObj x,  lasSource u,  #userTable my   WHERE 
# x.slaveObjID=my.sdss_dr8objID and x.masterObjID=u.sourceID and 
# x.sdssPrimary=1 and x.distanceMins < .01 and u.pNoise < .05   and 
# x.distanceMins IN ( SELECT MIN(distanceMins) FROM 
# lasSourceXDR8PhotoObj WHERE masterObjID=x.masterObjID AND 
# sdssPrimary=1) order by my.sdss_dr8objid,u.sourceid
# Column Headers at start of file AND below
#
# sdss_dr8objid,distanceMins,ukidss_objid,eBV,ukidss_y_mag,ukidss_y_err,ukidss_j_mag,ukidss_j_err,ukidss_h_mag,ukidss_h_err,ukidss_k_mag,ukidss_k_err
 1237665428091240681,     +0.001656,        433796500276,     +0.012929,    +17.209284,     +0.016007,    +16.556390,     +0.015450,    +15.827950,     +0.014068,    +15.172849,     +0.014041
 1237665428091961444,     +0.001453,        433796798461,     +0.016983,    +17.010140,     +0.013197,    +16.497786,     +0.013688,    +15.853441,     +0.013362,    +15.291777,     +0.015861
 1237665428094255176,     +0.005769,        433797779397,     +0.013194,    +16.032063,     +0.007779,    +15.553556,     +0.006664,    +14.877896,     +0.006773,    +14.476654,     +0.008744
 1237665428095434908,     +0.000231,        433798242924,     +0.019096,    +16.673615,     +0.010781,    +16.074135,     +0.011471,    +15.348842,     +0.011953,    +14.795243,     +0.011857
 1237665428630929516,     +0.001566,        433797081575,     +0.013487,    +16.821833,     +0.013500,    +16.147665,     +0.012410,    +15.384398,     +0.009511,    +14.749547,     +0.011165
 1237665428631322742,     +0.001373,        433797287524,     +0.013739,    +16.025572,     +0.007318,    +15.566850,     +0.007300, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008
 1237665428631584836,     +0.003647,        433797519589,     +0.016691,    +16.043194,     +0.007462,    +15.527820,     +0.007298,    +14.870464,     +0.007049,    +14.470900,     +0.009530
 1237665428632043671,     +0.006182,        433797732282,     +0.014591,    +17.055323,     +0.014607,    +16.493590,     +0.013509,    +15.784714,     +0.014272,    +15.187201,     +0.016701
 1237665428632240290,     +0.001204,        433797775129,     +0.015970,    +16.235168,     +0.008216,    +15.715055,     +0.007564,    +15.059009,     +0.008181,    +14.661823,     +0.011331
 1237665429163540558,     +0.006339,        433795248209,     +0.011559,    +16.336102,     +0.008416,    +15.820927,     +0.008443,    +15.129799,     +0.009286,    +14.667188,     +0.011221
 1237665429164327037,     +0.005512,        433795430626,     +0.011257,    +16.154570,     +0.007270,    +15.544666,     +0.006914,    +14.790642,     +0.006982,    +14.228740,     +0.007494
 1237665429164327037,     +0.005512,        433795430626,     +0.011257,    +16.154570,     +0.007270,    +15.544666,     +0.006914,    +14.790642,     +0.006982,    +14.228740,     +0.007494
 1237665429164523630,     +0.003963,        433795436314,     +0.010883,    +16.016603,     +0.007094,    +15.495301,     +0.006508,    +14.869257,     +0.007493,    +14.418750,     +0.008952
 1237665429164523630,     +0.003963,        433795436314,     +0.010883,    +16.016603,     +0.007094,    +15.495301,     +0.006508,    +14.869257,     +0.007493,    +14.418750,     +0.008952
 1237665429164523630,     +0.003376,        433795461240,     +0.010883,    +16.044000,     +0.006204,    +15.501798,     +0.005812,    +14.825397,     +0.006457,    +14.434381,     +0.008065
 1237665429164523630,     +0.003376,        433795461240,     +0.010883,    +16.044000,     +0.006204,    +15.501798,     +0.005812,    +14.825397,     +0.006457,    +14.434381,     +0.008065
 1237665429165310019,     +0.004112,        433795708818,     +0.012249,    +16.717487,     +0.011975,    +16.289724,     +0.012976,    +15.696515,     +0.014121,    +15.306384,     +0.016904
 1237665429165703285,     +0.002083,        433795691802,     +0.014204,    +15.741107,     +0.005878,    +15.179686,     +0.005187,    +14.491815,     +0.005356,    +13.865944,     +0.005067
 1237665429166096514,     +0.000462,        433795941299,     +0.011476,    +16.524609,     +0.010094,    +15.964456,     +0.009247,    +15.280263,     +0.009814,    +14.754773,     +0.009888
 1237665429168259151,     +0.002483,        433797086545,     +0.013038,    +16.529894,     +0.010624,    +15.968876,     +0.010747,    +15.307169,     +0.008670,    +14.798077,     +0.011114
 1237665429168652537,     +0.003650,        433797329936,     +0.014699,    +16.396317,     +0.008772,    +15.882128,     +0.008239,    +15.269106,     +0.009179,    +14.822834,     +0.010731
 1237665429168914545,     +0.000888,        433797265559,     +0.013563,    +17.162685,     +0.017007,    +16.730196,     +0.019116,    +16.021229,     +0.019050,    +15.466934,     +0.023895
 1237665429169045628,     +0.002607,        433797302339,     +0.014904,    +16.174133,     +0.007377,    +15.678111,     +0.006748,    +15.024635,     +0.007366,    +14.608253,     +0.010241
 1237665429169176763,     +0.001119,        433797279600,     +0.018716,    +16.453400,     +0.009857,    +15.883632,     +0.009296,    +15.196185,     +0.009798,    +14.736991,     +0.012901
 1237665429700870338,     +0.003751,        433794925885,     +0.011486,    +16.785044,     +0.012185,    +16.195366,     +0.012070,    +15.445631,     +0.009998,    +14.601907,     +0.009158
 1237665429700870338,     +0.003751,        433794925885,     +0.011486,    +16.785044,     +0.012185,    +16.195366,     +0.012070,    +15.445631,     +0.009998,    +14.601907,     +0.009158
 1237665429701263524,     +0.002521,        433795092440,     +0.011589,    +15.782348,     +0.006101,    +15.224621,     +0.005653,    +14.576640,     +0.005166,    +13.919236,     +0.005344
 1237665429701263524,     +0.002521,        433795092440,     +0.011589,    +15.782348,     +0.006101,    +15.224621,     +0.005653,    +14.576640,     +0.005166,    +13.919236,     +0.005344
 1237665429704343710,     +0.000757,        433795992209,     +0.014321,    +16.461267,     +0.009630,    +15.891907,     +0.008772,    +15.172628,     +0.008767,    +14.622938,     +0.010077
 1237665429706244185,     +0.002540,        433797096819,     +0.013855,    +16.133614,     +0.008645,    +15.611725,     +0.007861,    +14.975838,     +0.007104,    +14.555140,     +0.009464
 1237665429706244195,     +0.002816,        433797096714,     +0.013777,    +17.334509,     +0.021750,    +16.818550,     +0.021473,    +16.092833,     +0.017836,    +15.668049,     +0.024390
 1237665430242000951,     +0.001738,        433795977288,     +0.015172,    +17.005020,     +0.014122,    +16.432250,     +0.014615,    +15.728224,     +0.013636,    +15.109674,     +0.015153
 1237665430242459810,     +0.002913,        433796212865,     +0.014504,    +16.529089,     +0.011824,    +16.021788,     +0.012154,    +15.407512,     +0.010420,    +15.030343,     +0.015027
 1237665430242590858,     +0.001010,        433796240329,     +0.014585,    +16.612457,     +0.010735,    +16.058104,     +0.010161,    +15.379560,     +0.009487,    +14.960202,     +0.012770
 1237665430242787468,     +0.001053,        433796488628,     +0.015070,    +16.833689,     +0.015087,    +16.174387,     +0.013520,    +15.476291,     +0.011081,    +14.796760,     +0.012440
 1237665430242787468,     +0.002751,        433796505019,     +0.015070, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.470061,     +0.011173,    +14.736586,     +0.011964
 1237665430242852932,     +0.002767,        433796222772,     +0.012487,    +16.244020,     +0.009505,    +15.739353,     +0.009297,    +15.039383,     +0.007759,    +14.675242,     +0.011378
 1237665440440713411,     +0.002702,        433796485497,     +0.012887,    +15.761210,     +0.006620,    +15.188776,     +0.007000,    +14.594254,     +0.004971,    +14.197574,     +0.007290
 1237665440441958537,     +0.001571,        433797085656,     +0.010083,    +15.752589,     +0.006205,    +15.171468,     +0.005723,    +14.465521,     +0.004386,    +14.000758,     +0.005907
 1237665440443924640,     +0.003003,        433797297637,     +0.017248,    +16.284216,     +0.008358,    +15.671782,     +0.007465,    +14.881814,     +0.005781,    +14.231253,     +0.006657
 1237665440443924640,     +0.003274,        433797322289,     +0.017248,    +16.319290,     +0.007748,    +15.702696,     +0.006654,    +14.898053,     +0.005753,    +14.292539,     +0.006272
 1237665440978042946,     +0.003318,        433796232945,     +0.013167,    +16.323101,     +0.009830,    +15.855034,     +0.010258,    +15.096292,     +0.008207,    +14.777607,     +0.011445
 1237665440978173988,     +0.004081,        433796267920,     +0.014351,    +16.301369,     +0.008952,    +15.680452,     +0.007785,    +14.896054,     +0.006552,    +14.300566,     +0.007234
 1237665440978632857,     +0.000296,        433796502379,     +0.010267,    +16.898092,     +0.014979,    +16.412859,     +0.017408,    +15.754684,     +0.012680,    +15.326685,     +0.018907
 1237665440980205681,     +0.001782,        433796793267,     +0.009597,    +17.147770,     +0.014939,    +16.627842,     +0.015228,    +15.949530,     +0.014654,    +15.382783,     +0.015968
 1237665440980205681,     +0.001782,        433796793267,     +0.009597,    +17.147770,     +0.014939,    +16.627842,     +0.015228,    +15.949530,     +0.014654,    +15.382783,     +0.015968
 1237665440981713022,     +0.002529,        433797285537,     +0.022169,    +17.126768,     +0.014850,    +16.568089,     +0.015277,    +15.823828,     +0.014164,    +15.240860,     +0.014739
 1237665440981778553,     +0.004629,        433797300620,     +0.017188,    +16.445917,     +0.008671,    +15.784332,     +0.007734,    +15.073062,     +0.007138,    +14.522836,     +0.007896
 1237665440983679074,     +0.002564,        433797986732,     +0.015452,    +17.008030,     +0.014070,    +16.512196,     +0.013832,    +15.785530,     +0.013070,    +15.294780,     +0.016431
 1237665440984268876,     +0.002320,        433798457468,     +0.024382,    +16.801905,     +0.013344,    +16.191774,     +0.014832,    +15.410312,     +0.013630,    +14.780190,     +0.012513
 1237665441515110479,     +0.001877,        433795687804,     +0.015604,    +16.358463,     +0.009693,    +15.888352,     +0.008468,    +15.227340,     +0.009788,    +14.862078,     +0.011077
 1237665441520353428,     +0.000524,        433797503951,     +0.011431,    +16.571192,     +0.010810,    +16.051682,     +0.010944,    +15.325810,     +0.010527,    +14.828295,     +0.012600
 1237665442054865005,     +0.003840,        433795954923,     +0.014657,    +16.767057,     +0.012207,    +16.163530,     +0.011171,    +15.482674,     +0.011744,    +14.889524,     +0.011581
 1237665442054865005,     +0.002432,        433795997692,     +0.014658,    +16.848362,     +0.013168,    +18.290518,     +0.074647,    +15.502297,     +0.012296,    +14.990432,     +0.013744
 1237665442055061624,     +0.002631,        433796235251,     +0.015373,    +16.375927,     +0.007773,    +15.898167,     +0.007703,    +15.249975,     +0.007667,    +14.876837,     +0.010376
 1237665442055913528,     +0.002913,        433796513879,     +0.012402,    +16.809910,     +0.010446,    +16.209896,     +0.009740,    +15.466718,     +0.008916,    +14.957475,     +0.011038
 1237665442057289834,     +0.002298,        433797049227,     +0.013712,    +16.331907,     +0.009092,    +15.798414,     +0.009069,    +15.113457,     +0.007463,    +14.733943,     +0.010371
 1237665442057289873,     +0.000661,        433797079360,     +0.014203,    +16.867197,     +0.014319,    +16.311394,     +0.014225,    +15.612897,     +0.011595,    +15.105823,     +0.015174
 1237665442058666191,     +0.001777,        433797779026,     +0.021126,    +17.385279,     +0.019674,    +16.776072,     +0.018615,    +16.011202,     +0.019097, -9.999995E008, -9.999995E008
 1237665442588590194,     +0.004729,        433794880729,     +0.015078,    +17.753363,     +0.024612, -9.999995E008, -9.999995E008,    +16.544361,     +0.030729,    +16.026806,     +0.030814
 1237665442591277161,     +0.003326,        433795468388,     +0.010852,    +16.519869,     +0.009274,    +15.828102,     +0.008251,    +15.103768,     +0.008156,    +14.520953,     +0.008601
 1237665442591473763,     +0.003768,        433795439578,     +0.010876,    +15.964127,     +0.006630,    +15.399470,     +0.005861,    +14.688269,     +0.005749,    +14.149741,     +0.006223
 1237665442592194603,     +0.003405,        433795692990,     +0.013500,    +16.083624,     +0.007393,    +15.561090,     +0.006782,    +14.894953,     +0.006934,    +14.459613,     +0.007991
 1237665442592194603,     +0.004018,        433795694431,     +0.013499,    +16.101070,     +0.007417,    +15.562845,     +0.006863,    +14.879906,     +0.006883,    +14.420684,     +0.007735
 1237665442592456781,     +0.001363,        433795689590,     +0.015260,    +16.807613,     +0.013128,    +16.210830,     +0.011395,    +15.499142,     +0.011054,    +14.921491,     +0.011609
 1237665442592456781,     +0.002183,        433795728447,     +0.015259,    +16.826970,     +0.012655,    +16.229668,     +0.011942,    +15.502765,     +0.011815,    +14.922312,     +0.012046
 1237665442593898529,     +0.002406,        433796545725,     +0.015820,    +17.131289,     +0.016393,    +16.459656,     +0.015101,    +15.811501,     +0.012699,    +15.138172,     +0.015006
 1237665443125526610,     +0.005718,        433794529553,     +0.016380,    +16.202440,     +0.007641,    +15.548305,     +0.006205,    +14.839558,     +0.006840,    +14.187328,     +0.006421
 1237665443127820436,     +0.003810,        433795055259,     +0.012165,    +16.529745,     +0.009473,    +15.918216,     +0.007530,    +15.116050,     +0.006613,    +14.573256,     +0.009267
 1237665443128148094,     +0.002015,        433795072651,     +0.012835,    +17.274427,     +0.016661,    +16.718466,     +0.014666,    +16.059366,     +0.014513,    +15.511383,     +0.020365
 1237665443128148094,     +0.001060,        433795087149,     +0.012835,    +17.275438,     +0.017299,    +16.752048,     +0.015475,    +16.076189,     +0.015253,    +15.599938,     +0.022133
 1237665443128410190,     +0.001544,        433795268478,     +0.013078,    +15.971868,     +0.006546,    +15.434022,     +0.006095,    +14.781747,     +0.006338,    +14.375710,     +0.007924
 1237665443130835002,     +0.001096,        433796215695,     +0.015523,    +17.036905,     +0.017063,    +16.495935,     +0.018586,    +15.818402,     +0.014313,    +15.114132,     +0.016112
 1237665530635944046,     +0.001187,        433801258938,     +0.015316,    +16.106468,     +0.007246,    +15.525353,     +0.005905,    +14.846706,     +0.005628,    +14.311143,     +0.007172
 1237665530636337238,     +0.002234,        433801490439,     +0.014860,    +15.861111,     +0.006000,    +15.274789,     +0.004895,    +14.441523,     +0.004229,    +13.476204,     +0.003789
 1237665531707982045,     +0.001617,        433799505665,     +0.008671,    +16.737679,     +0.011138,    +16.259953,     +0.010483,    +15.600168,     +0.011849,    +15.201700,     +0.014832
 1237665531709161631,     +0.000987,        433800270595,     +0.012799,    +15.865491,     +0.005977,    +15.281141,     +0.005176,    +14.586926,     +0.005908,    +14.058477,     +0.006623
 1237665531709358214,     +0.001405,        433800221501,     +0.011339,    +16.593618,     +0.010947,    +16.059181,     +0.010955,    +15.405079,     +0.012762,    +14.938614,     +0.014953
 1237665531709358228,     +0.001219,        433800221462,     +0.011343,    +16.465801,     +0.009974,    +15.934195,     +0.009885,    +15.225563,     +0.010942,    +14.666198,     +0.011822
 1237665531710210272,     +0.001667,        433800478683,     +0.012378,    +16.945477,     +0.014391,    +16.323929,     +0.013261,    +15.592243,     +0.014659,    +14.938981,     +0.015046
 1237665532245377259,     +0.006126,        433799195112,     +0.012245, -9.999995E008, -9.999995E008,    +15.435919,     +0.007468, -9.999995E008, -9.999995E008,    +14.342827,     +0.009361
 1237665532245377259,     +0.002180,        433799221211,     +0.012246,    +16.068676,     +0.007470,    +15.528259,     +0.006911,    +14.820106,     +0.007182,    +14.386846,     +0.008504
 1237665532245442660,     +0.001449,        433799451111,     +0.013558,    +16.616970,     +0.011153,    +16.112637,     +0.011124,    +15.447458,     +0.011968,    +14.911928,     +0.015547
 1237665532246163574,     +0.000856,        433799705168,     +0.010975,    +17.289951,     +0.017285,    +16.844141,     +0.016710,    +16.136732,     +0.020326,    +15.755700,     +0.025548
 1237665532782575811,     +0.004525,        433798968145,     +0.011510,    +17.077555,     +0.014931,    +16.420725,     +0.015690,    +15.581972,     +0.015007,    +14.957198,     +0.013149
 1237665532783034582,     +0.002550,        433799206811,     +0.012891,    +16.631752,     +0.011279,    +16.113832,     +0.010420,    +15.410735,     +0.011459,    +14.863689,     +0.012729
 1237665532783296676,     +0.002836,        433799218462,     +0.013352,    +17.318903,     +0.017786,    +17.174116,     +0.026775,    +16.103378,     +0.013593,    +15.626638,     +0.020735
 1237665533319708893,     +0.003875,        433798741655,     +0.013438,    +16.472038,     +0.009771,    +15.924251,     +0.011084,    +15.272516,     +0.011930,    +14.804339,     +0.012031
 1237665548350849166,     +0.003246,        433801256446,     +0.014270,    +17.125920,     +0.014312,    +16.608997,     +0.013602,    +15.990093,     +0.013708,    +15.477285,     +0.018451
 1237665548887654561,     +0.001327,        433800731300,     +0.012689,    +15.941500,     +0.006474,    +15.263281,     +0.005060,    +14.358813,     +0.004849,    +13.671697,     +0.004735
 1237665549424132262,     +0.002949,        433800280213,     +0.016983, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.941443,     +0.007717,    +14.514741,     +0.009401
 1237665549424722067,     +0.003406,        433800514244,     +0.015982,    +16.618006,     +0.010173,    +15.967658,     +0.008449,    +15.186718,     +0.009174,    +14.498322,     +0.009391
 1237665549961199701,     +0.000700,        433799771207,     +0.016739,    +17.119282,     +0.014719,    +16.587770,     +0.014822,    +15.842176,     +0.010967,    +15.212905,     +0.014032
 1237665550496956456,     +0.002445,        433798706808,     +0.012216,    +17.074629,     +0.014914,    +16.484795,     +0.017067,    +15.682748,     +0.016322,    +15.153295,     +0.015801
 1237665550497087703,     +0.001678,        433798739832,     +0.014861,    +16.581200,     +0.010555,    +16.045170,     +0.011891,    +15.333779,     +0.012620,    +14.908183,     +0.013118
 1237665550497677434,     +0.002295,        433798973459,     +0.018925,    +16.228056,     +0.008945,    +15.624775,     +0.008175,    +14.913407,     +0.008281,    +14.388181,     +0.008300
 1237665566067785859,     +0.002954,        433802732014,     +0.016480,    +16.352790,     +0.009356,    +15.804327,     +0.008294,    +15.111542,     +0.009203,    +14.715292,     +0.010910
 1237665566604591231,     +0.001977,        433802537648,     +0.018172,    +16.110466,     +0.007526,    +15.589382,     +0.006886,    +14.918507,     +0.007752,    +14.557404,     +0.009329
 1237665566604722267,     +0.002809,        433802536415,     +0.017223,    +16.277283,     +0.008952,    +15.641573,     +0.007436,    +14.868648,     +0.007633,    +14.245801,     +0.007548
 1237665566604787950,     +0.000739,        433802487300,     +0.018961,    +16.275560,     +0.008532,    +15.739774,     +0.007558,    +15.059525,     +0.008418,    +14.651417,     +0.010002
 1237665566604984530,     +0.005680,        433802529492,     +0.019498,    +16.789680,     +0.012895,    +16.287405,     +0.012434,    +15.621385,     +0.014338,    +15.168127,     +0.016645
 1237665566605049973,     +0.001283,        433802523056,     +0.019918,    +16.793203,     +0.012600,    +16.251263,     +0.011932,    +15.564500,     +0.013535,    +14.932250,     +0.013482
 1237665566605115770,     +0.008666,        433802522925,     +0.021703,    +17.025160,     +0.015047,    +16.277605,     +0.012187,    +15.247785,     +0.010319,    +14.517577,     +0.009498
 1237665567141331076,     +0.006504,        433801883218,     +0.014266,    +15.896361,     +0.006435,    +15.344854,     +0.005326,    +14.678715,     +0.005162,    +14.282300,     +0.006812
 1237665567141789877,     +0.000656,        433802115412,     +0.016502,    +16.945887,     +0.013258,    +16.418210,     +0.012609,    +15.769186,     +0.014895,    +15.216320,     +0.016352
 1237666089515090135,     +0.005712,        433805360317,     +0.085025,    +17.584288,     +0.027478,    +16.973415,     +0.027435,    +16.645508,     +0.032875,    +15.711423,     +0.022782
 1237666089515090135,     +0.005712,        433805360317,     +0.085025,    +17.584288,     +0.027478,    +16.973415,     +0.027435,    +16.645508,     +0.032875,    +15.711423,     +0.022782
 1237666089515090135,     +0.002608,        433805368079,     +0.085021,    +17.378307,     +0.025196,    +16.895454,     +0.024925,    +16.077305,     +0.020874,    +15.605858,     +0.020055
 1237666089515090135,     +0.002608,        433805368079,     +0.085021,    +17.378307,     +0.025196,    +16.895454,     +0.024925,    +16.077305,     +0.020874,    +15.605858,     +0.020055
 1237666090588635332,     +0.001989,        433806135200,     +0.054395,    +16.401129,     +0.010800,    +15.849957,     +0.011224,    +15.247542,     +0.012845,    +14.812865,     +0.015691
 1237666090588635332,     +0.001989,        433806135200,     +0.054395,    +16.401129,     +0.010800,    +15.849957,     +0.011224,    +15.247542,     +0.012845,    +14.812865,     +0.015691
 1237666213533450469,     +0.007512,        433805814481,     +0.096850, -9.999995E008, -9.999995E008,    +18.206500,     +0.070091, -9.999995E008, -9.999995E008,    +16.206118,     +0.048126
 1237666213533450469,     +0.001468,        433806187630,     +0.096837,    +17.399830,     +0.020593,    +16.831087,     +0.021933,    +16.092077,     +0.017670,    +15.677790,     +0.027213
 1237666214070517951,     +0.001211,        433805060906,     +0.078859,    +16.614536,     +0.013971,    +15.988093,     +0.012028,    +15.181657,     +0.006937,    +14.502013,     +0.008812
 1237666214606864628,     +0.001523,        433806967397,     +0.044919,    +16.351223,     +0.010236,    +15.811223,     +0.009952,    +15.156743,     +0.011736,    +14.677067,     +0.013306
 1237666214606864628,     +0.001523,        433806967397,     +0.044919,    +16.351223,     +0.010236,    +15.811223,     +0.009952,    +15.156743,     +0.011736,    +14.677067,     +0.013306
 1237666215143932090,     +0.003233,        433806135052,     +0.050822,    +15.739137,     +0.006665,    +15.157681,     +0.006376,    +14.511447,     +0.006914,    +14.049295,     +0.008131
 1237667254018179119,     +0.004692,        433795424090,     +0.015502,    +16.559698,     +0.011536,    +15.943936,     +0.010050,    +15.201018,     +0.010209,    +14.557925,     +0.009395
 1237667254018900103,     +0.002293,        433795413210,     +0.013064,    +16.571062,     +0.011632,    +15.962077,     +0.010053,    +15.240912,     +0.010602,    +14.633800,     +0.010070
 1237667254554656831,     +0.002995,        433795049775,     +0.015744,    +16.255098,     +0.008104,    +15.707493,     +0.006764,    +15.008741,     +0.008359,    +14.487245,     +0.008092
 1237667255092117675,     +0.002519,        433794720950,     +0.015294,    +17.042885,     +0.013190,    +16.505041,     +0.016248,    +15.879311,     +0.015452,    +15.368634,     +0.017178
 1237667255628857509,     +0.003451,        433794333716,     +0.015115,    +16.568169,     +0.011382,    +16.017430,     +0.010264,    +15.294718,     +0.009354,    +14.848113,     +0.010842
 1237667255629512772,     +0.004727,        433794496895,     +0.016064,    +16.153376,     +0.008290,    +15.473908,     +0.007379,    +14.696146,     +0.006041,    +14.109479,     +0.006374
 1237667321649758319,     +0.004152,        433799466489,     +0.008711,    +16.065777,     +0.007297,    +15.546159,     +0.006859,    +14.835024,     +0.005831,    +14.414019,     +0.008158
 1237667321650610271,     +0.002861,        433799737494,     +0.012799,    +16.220911,     +0.007339,    +15.624609,     +0.006183,    +14.924264,     +0.005790,    +14.433712,     +0.007133
 1237667321650610271,     +0.002028,        433799756956,     +0.012799,    +16.160400,     +0.007391,    +15.595728,     +0.006546,    +14.904868,     +0.005964,    +14.369288,     +0.007195
 1237667321652445346,     +0.002064,        433800241878,     +0.015044,    +16.951189,     +0.015206,    +16.286343,     +0.012965,    +15.562229,     +0.011955,    +14.865503,     +0.011711
 1237667321652445346,     +0.005189,        433800254634,     +0.015043,    +16.908972,     +0.013442,    +16.283808,     +0.010948,    +15.551308,     +0.010649,    +14.912072,     +0.010824
 1237667321652576398,     +0.002803,        433800229592,     +0.013234,    +17.263670,     +0.019660,    +16.706170,     +0.018203,    +16.003122,     +0.017130,    +15.337394,     +0.017524
 1237667321653559433,     +0.001798,        433800497129,     +0.013346,    +16.220240,     +0.007726,    +15.591327,     +0.006331,    +14.853641,     +0.007970,    +14.311873,     +0.007425
 1237667322189381813,     +0.001860,        433799761430,     +0.014134,    +17.001768,     +0.013140,    +16.503110,     +0.013710,    +15.713739,     +0.011466,    +15.132091,     +0.013013
 1237667322189381813,     +0.001096,        433800033527,     +0.014133,    +17.027850,     +0.013565,    +16.415846,     +0.012355, -9.999995E008, -9.999995E008,    +15.132027,     +0.012675
 1237667322190037154,     +0.008401,        433800004079,     +0.010532,    +16.878284,     +0.011731,    +16.254156,     +0.010722,    +15.149360,     +0.007205,    +14.629331,     +0.008458
 1237667322190037154,     +0.004682,        433800217616,     +0.010532,    +16.334265,     +0.009225,    +15.779542,     +0.008540,    +15.124849,     +0.011191,    +14.576875,     +0.010324
 1237667322190626946,     +0.004169,        433800266051,     +0.011515,    +16.352713,     +0.008518,    +15.763823,     +0.007510,    +15.012838,     +0.008841,    +14.383750,     +0.007575
 1237667322722713683,     +0.000545,        433798491764,     +0.010264,    +17.201885,     +0.016002,    +16.645937,     +0.014903,    +15.972416,     +0.015381,    +15.289912,     +0.016182
 1237667322724221106,     +0.001562,        433798710972,     +0.008753,    +16.779156,     +0.010936,    +16.153225,     +0.009450,    +15.459434,     +0.009497,    +14.891688,     +0.010926
 1237667322724417675,     +0.005029,        433798732499,     +0.010618,    +16.892416,     +0.012733,    +16.654682,     +0.014072,    +15.762774,     +0.011909,    +15.223569,     +0.013999
 1237667322724417675,     +0.002900,        433798738315,     +0.010619,    +16.946167,     +0.012916,    +16.348999,     +0.011833,    +15.694131,     +0.012223,    +15.109209,     +0.013949
 1237667323260502196,     +0.001637,        433798222538,     +0.008522,    +16.742403,     +0.011082,    +16.094679,     +0.010189,    +15.284503,     +0.009159,    +14.523755,     +0.008444
 1237667323261157531,     +0.004706,        433798232367,     +0.008661,    +15.797975,     +0.006107,    +15.284578,     +0.005442,    +14.613785,     +0.005166,    +14.165865,     +0.006496
 1237667323261616253,     +0.001495,        433798490510,     +0.016092,    +16.159220,     +0.006848,    +15.519703,     +0.005903,    +14.793045,     +0.005567,    +14.226755,     +0.006253
 1237667323262730387,     +0.001188,        433798735582,     +0.017530,    +16.014980,     +0.007065,    +15.404367,     +0.006021,    +14.643608,     +0.004948,    +14.071019,     +0.005906
 1237667323795931243,     +0.003934,        433797515109,     +0.015094,    +16.301657,     +0.009541,    +15.765883,     +0.008575,    +15.082629,     +0.009082,    +14.609114,     +0.010019
 1237667323796062327,     +0.002112,        433797545051,     +0.013170,    +16.924650,     +0.013324,    +16.334906,     +0.011339, -9.999995E008, -9.999995E008,    +14.971357,     +0.012282
 1237667323796324443,     +0.000650,        433797735237,     +0.012242,    +16.264774,     +0.008923,    +15.667402,     +0.006949,    +14.984838,     +0.007526,    +14.403314,     +0.007576
 1237667323796455607,     +0.002958,        433797541974,     +0.010767,    +16.711739,     +0.011856,    +16.212675,     +0.010456,    +15.525423,     +0.011757,    +15.166287,     +0.014339
 1237667323797504258,     +0.003192,        433797801838,     +0.009290,    +16.488436,     +0.010659,    +15.919630,     +0.009331,    +15.173402,     +0.009640,    +14.748353,     +0.010627
 1237667323797504258,     +0.003366,        433798035364,     +0.009290,    +16.491192,     +0.010715,    +15.925623,     +0.008935,    +15.205626,     +0.009765,    +14.638556,     +0.011118
 1237667323797635452,     +0.002594,        433797734504,     +0.011530,    +17.651854,     +0.025620,    +17.028496,     +0.021049,    +16.325882,     +0.024114,    +15.692718,     +0.022170
 1237667323798094011,     +0.000203,        433797977806,     +0.009618,    +16.196587,     +0.007154,    +15.671145,     +0.006647,    +14.992508,     +0.006748,    +14.608470,     +0.008105
 1237667323799470244,     +0.002938,        433798256201,     +0.012199,    +17.017720,     +0.013653,    +16.333534,     +0.011673,    +15.562591,     +0.009527,    +14.807254,     +0.009996
 1237667323799535768,     +0.001579,        433798256558,     +0.013801,    +17.048414,     +0.013860,    +16.525785,     +0.013563,    +15.844759,     +0.011883,    +15.412051,     +0.016457
 1237667324333260917,     +0.001831,        433797085224,     +0.011321,    +16.007708,     +0.007819,    +15.477323,     +0.007231,    +14.780637,     +0.005670,    +14.216834,     +0.006872
 1237667442437259330,     +0.001518,        433798721550,     +0.013314,    +15.402282,     +0.004389,    +14.889194,     +0.003759,    +14.225316,     +0.003763,    +13.877936,     +0.004854
